MPIO,AÑO,Población_menor,Cantidad,tasa
70820,2019,3266,0,0.0
70823,2019,1865,1,53.62
73001,2019,31691,0,0.0
73024,2019,277,0,0.0
73026,2019,629,0,0.0
73030,2019,434,0,0.0
73043,2019,847,0,0.0
73055,2019,787,0,0.0
73067,2019,1966,0,0.0
73124,2019,1484,1,67.39
73148,2019,651,0,0.0
73152,2019,517,0,0.0
73168,2019,4341,0,0.0
73200,2019,586,0,0.0
73217,2019,1927,0,0.0
73226,2019,617,0,0.0
73236,2019,583,0,0.0
73268,2019,4434,0,0.0
73270,2019,529,0,0.0
73275,2019,1958,0,0.0
73283,2019,2183,0,0.0
73319,2019,2147,0,0.0
73347,2019,504,0,0.0
73349,2019,1393,1,71.79
73352,2019,854,0,0.0
73408,2019,1266,0,0.0
73411,2019,2293,0,0.0
73443,2019,2587,0,0.0
73449,2019,2705,0,0.0
73461,2019,340,0,0.0
73483,2019,891,0,0.0
73504,2019,2980,0,0.0
73520,2019,835,0,0.0
73547,2019,425,0,0.0
73555,2019,2890,1,34.6
73563,2019,641,0,0.0
73585,2019,1662,0,0.0
73616,2019,2700,0,0.0
73622,2019,474,0,0.0
73624,2019,1768,0,0.0
73671,2019,971,0,0.0
73675,2019,1119,0,0.0
73678,2019,845,0,0.0
73686,2019,442,0,0.0
73770,2019,234,0,0.0
73854,2019,360,0,0.0
73861,2019,892,0,0.0
73870,2019,768,0,0.0
73873,2019,386,0,0.0
76001,2019,158595,2,1.26
76020,2019,1094,0,0.0
76036,2019,1675,0,0.0
76041,2019,1539,0,0.0
76054,2019,405,0,0.0
76100,2019,1419,1,70.47
76109,2019,37109,1,2.69
76111,2019,9376,0,0.0
76113,2019,1712,0,0.0
76122,2019,1927,0,0.0
76126,2019,1324,0,0.0
76130,2019,8147,1,12.27
76147,2019,9025,0,0.0
76233,2019,4028,0,0.0
76243,2019,722,0,0.0
76246,2019,565,0,0.0
76248,2019,4365,0,0.0
76250,2019,834,1,119.9
76275,2019,4648,0,0.0
76306,2019,1620,0,0.0
76318,2019,2638,0,0.0
76364,2019,12381,0,0.0
76377,2019,1050,0,0.0
76400,2019,2472,0,0.0
76403,2019,783,0,0.0
76497,2019,938,0,0.0
76520,2019,25791,1,3.88
76563,2019,3733,0,0.0
76606,2019,1233,0,0.0
76616,2019,1283,0,0.0
76622,2019,2521,0,0.0
76670,2019,1360,0,0.0
76736,2019,2701,0,0.0
76823,2019,1087,0,0.0
76828,2019,1550,0,0.0
76834,2019,15702,0,0.0
76845,2019,421,0,0.0
76863,2019,532,0,0.0
76869,2019,945,0,0.0
76890,2019,1190,0,0.0
76892,2019,8360,0,0.0
76895,2019,3209,0,0.0
81001,2019,8461,1,11.82
81065,2019,5880,0,0.0
81220,2019,419,0,0.0
81300,2019,2202,0,0.0
81591,2019,467,0,0.0
81736,2019,5967,0,0.0
81794,2019,5055,1,19.78
85001,2019,14888,0,0.0
85010,2019,3311,0,0.0
85015,2019,235,0,0.0
85125,2019,1373,1,72.83
85136,2019,127,0,0.0
85139,2019,1712,0,0.0
85162,2019,1610,0,0.0
85225,2019,871,0,0.0
85230,2019,1409,0,0.0
85250,2019,3930,0,0.0
85263,2019,1253,0,0.0
85279,2019,153,0,0.0
85300,2019,264,0,0.0
85315,2019,215,0,0.0
85325,2019,866,0,0.0
85400,2019,655,0,0.0
85410,2019,2275,0,0.0
85430,2019,1484,0,0.0
85440,2019,3278,0,0.0
86001,2019,4677,0,0.0
86219,2019,493,0,0.0
86320,2019,3618,0,0.0
86568,2019,5659,2,35.34
86569,2019,1529,0,0.0
86571,2019,4072,0,0.0
86573,2019,3394,0,0.0
86749,2019,1184,0,0.0
86755,2019,418,0,0.0
86757,2019,1902,0,0.0
86760,2019,723,0,0.0
86865,2019,2709,1,36.91
86885,2019,2325,0,0.0
88001,2019,4395,0,0.0
88564,2019,474,0,0.0
91001,2019,5767,1,17.34
91263,2019,269,0,0.0
91405,2019,383,0,0.0
91407,2019,504,0,0.0
91430,2019,85,0,0.0
91460,2019,242,0,0.0
91530,2019,127,0,0.0
91536,2019,151,0,0.0
91540,2019,1303,1,76.75
91669,2019,237,0,0.0
91798,2019,573,0,0.0
94001,2019,3808,3,78.78
94343,2019,1538,0,0.0
94663,2019,224,0,0.0
94883,2019,241,1,414.94
94884,2019,267,0,0.0
94885,2019,54,0,0.0
94886,2019,126,0,0.0
94887,2019,365,0,0.0
94888,2019,157,0,0.0
95001,2019,5916,0,0.0
95015,2019,1142,0,0.0
95025,2019,1472,0,0.0
95200,2019,757,0,0.0
97001,2019,4403,1,22.71
97161,2019,422,0,0.0
97511,2019,797,0,0.0
97666,2019,409,0,0.0
97777,2019,169,0,0.0
97889,2019,94,0,0.0
99001,2019,2144,5,233.21
99524,2019,985,0,0.0
99624,2019,380,0,0.0
99773,2019,10480,10,95.42
05001,2020,144919,0,0.0
05001,2021,143488,0,0.0
05001,2022,140889,4,2.84
05001,2023,138143,4,2.9
05002,2020,1312,0,0.0
05002,2021,1277,0,0.0
05002,2022,1246,0,0.0
05002,2023,1219,0,0.0
05004,2020,214,0,0.0
05004,2021,213,0,0.0
05004,2022,206,0,0.0
05004,2023,204,0,0.0
05021,2020,424,0,0.0
05021,2021,417,0,0.0
05021,2022,409,0,0.0
05021,2023,397,0,0.0
05030,2020,1995,0,0.0
05030,2021,1971,0,0.0
05030,2022,1934,0,0.0
05030,2023,1897,0,0.0
05031,2020,2137,0,0.0
05031,2021,2111,0,0.0
05031,2022,2074,0,0.0
05031,2023,2036,0,0.0
05034,2020,3148,0,0.0
05034,2021,3089,0,0.0
05034,2022,3027,0,0.0
05034,2023,2958,0,0.0
05036,2020,403,0,0.0
05036,2021,399,0,0.0
05036,2022,388,0,0.0
05036,2023,383,0,0.0
05038,2020,978,0,0.0
05038,2021,960,0,0.0
05038,2022,941,0,0.0
05038,2023,921,0,0.0
05040,2020,1931,0,0.0
05040,2021,1914,0,0.0
05040,2022,1884,0,0.0
05040,2023,1853,0,0.0
05042,2020,1934,0,0.0
05042,2021,1908,0,0.0
05042,2022,1875,0,0.0
05042,2023,1837,0,0.0
05044,2020,628,0,0.0
05044,2021,616,0,0.0
05044,2022,601,0,0.0
05044,2023,591,0,0.0
05045,2020,11246,1,8.89
05045,2021,11197,0,0.0
05045,2022,11028,0,0.0
05045,2023,10850,1,9.22
05051,2020,3252,0,0.0
05051,2021,3227,0,0.0
05051,2022,3172,0,0.0
05051,2023,3119,0,0.0
05055,2020,683,0,0.0
05055,2021,665,0,0.0
05055,2022,653,0,0.0
05055,2023,640,0,0.0
05059,2020,330,0,0.0
05059,2021,324,0,0.0
05059,2022,312,0,0.0
05059,2023,300,0,0.0
05079,2020,3248,0,0.0
05079,2021,3208,0,0.0
05079,2022,3146,0,0.0
05079,2023,3083,0,0.0
05086,2020,494,0,0.0
05086,2021,487,0,0.0
05086,2022,476,0,0.0
05086,2023,467,0,0.0
05088,2020,34279,0,0.0
05088,2021,34026,0,0.0
05088,2022,33426,0,0.0
05088,2023,32802,0,0.0
05091,2020,803,0,0.0
05091,2021,786,0,0.0
05091,2022,774,0,0.0
05091,2023,754,0,0.0
05093,2020,1381,0,0.0
05093,2021,1355,0,0.0
05093,2022,1326,0,0.0
05093,2023,1300,0,0.0
05101,2020,1858,0,0.0
05101,2021,1826,0,0.0
05101,2022,1795,0,0.0
05101,2023,1757,0,0.0
05107,2020,845,0,0.0
05107,2021,835,0,0.0
05107,2022,818,0,0.0
05107,2023,807,0,0.0
05113,2020,926,0,0.0
05113,2021,909,0,0.0
05113,2022,895,0,0.0
05113,2023,874,1,114.42
05120,2020,3715,1,26.92
05120,2021,3673,0,0.0
05120,2022,3603,1,27.75
05120,2023,3538,1,28.26
05125,2020,808,0,0.0
05125,2021,796,0,0.0
05125,2022,782,0,0.0
05125,2023,765,0,0.0
05129,2020,4368,0,0.0
05129,2021,4314,0,0.0
05129,2022,4231,0,0.0
05129,2023,4142,0,0.0
05134,2020,827,0,0.0
05134,2021,811,0,0.0
05134,2022,797,0,0.0
05134,2023,779,0,0.0
05138,2020,1252,0,0.0
05138,2021,1234,0,0.0
05138,2022,1207,0,0.0
05138,2023,1188,0,0.0
05142,2020,354,0,0.0
05142,2021,348,0,0.0
05142,2022,340,0,0.0
05142,2023,329,0,0.0
05145,2020,282,0,0.0
05145,2021,272,0,0.0
05145,2022,267,0,0.0
05145,2023,264,0,0.0
05147,2020,4799,0,0.0
05147,2021,4784,0,0.0
05147,2022,4712,0,0.0
05147,2023,4639,0,0.0
05148,2020,4917,0,0.0
05148,2021,4858,0,0.0
05148,2022,4764,0,0.0
05148,2023,4668,0,0.0
05150,2020,177,0,0.0
05150,2021,177,0,0.0
05150,2022,177,0,0.0
05150,2023,170,0,0.0
05154,2020,9271,0,0.0
05154,2021,9223,0,0.0
05154,2022,9083,0,0.0
05154,2023,8935,0,0.0
05172,2020,5699,0,0.0
05172,2021,5668,0,0.0
05172,2022,5584,2,35.82
05172,2023,5492,1,18.21
05190,2020,637,0,0.0
05190,2021,628,0,0.0
05190,2022,617,0,0.0
05190,2023,608,0,0.0
05197,2020,1416,0,0.0
05197,2021,1397,0,0.0
05197,2022,1366,0,0.0
05197,2023,1346,0,0.0
05206,2020,346,0,0.0
05206,2021,337,0,0.0
05206,2022,332,0,0.0
05206,2023,320,0,0.0
05209,2020,1489,0,0.0
05209,2021,1465,0,0.0
05209,2022,1435,0,0.0
05209,2023,1402,0,0.0
05212,2020,4282,0,0.0
05212,2021,4233,0,0.0
05212,2022,4150,0,0.0
05212,2023,4064,0,0.0
05234,2020,3137,0,0.0
05234,2021,3080,0,0.0
05234,2022,3022,1,33.09
05234,2023,2963,0,0.0
05237,2020,1454,0,0.0
05237,2021,1438,0,0.0
05237,2022,1409,0,0.0
05237,2023,1383,0,0.0
05240,2020,712,0,0.0
05240,2021,697,0,0.0
05240,2022,682,0,0.0
05240,2023,666,0,0.0
05250,2020,6234,0,0.0
05250,2021,6201,0,0.0
05250,2022,6107,1,16.37
05250,2023,6009,1,16.64
05264,2020,935,0,0.0
05264,2021,928,0,0.0
05264,2022,912,0,0.0
05264,2023,896,0,0.0
05266,2020,10402,0,0.0
05266,2021,10290,0,0.0
05266,2022,10077,0,0.0
05266,2023,9850,0,0.0
05282,2020,1382,0,0.0
05282,2021,1354,0,0.0
05282,2022,1322,0,0.0
05282,2023,1285,0,0.0
05284,2020,2449,1,40.83
05284,2021,2396,1,41.74
05284,2022,2342,2,85.4
05284,2023,2298,2,87.03
05306,2020,525,0,0.0
05306,2021,518,0,0.0
05306,2022,511,0,0.0
05306,2023,501,0,0.0
05308,2020,3225,0,0.0
05308,2021,3194,0,0.0
05308,2022,3132,0,0.0
05308,2023,3066,0,0.0
05310,2020,618,0,0.0
05310,2021,603,0,0.0
05310,2022,592,0,0.0
05310,2023,581,0,0.0
05313,2020,1035,0,0.0
05313,2021,1024,0,0.0
05313,2022,1008,0,0.0
05313,2023,988,0,0.0
05315,2020,505,0,0.0
05315,2021,494,0,0.0
05315,2022,483,0,0.0
05315,2023,474,0,0.0
05318,2020,3776,0,0.0
05318,2021,3732,0,0.0
05318,2022,3653,0,0.0
05318,2023,3573,0,0.0
05321,2020,585,0,0.0
05321,2021,585,0,0.0
05321,2022,570,0,0.0
05321,2023,559,0,0.0
05347,2020,303,0,0.0
05347,2021,291,0,0.0
05347,2022,292,0,0.0
05347,2023,285,0,0.0
05353,2020,408,0,0.0
05353,2021,404,0,0.0
05353,2022,393,0,0.0
05353,2023,385,0,0.0
05360,2020,15804,0,0.0
05360,2021,15628,0,0.0
05360,2022,15321,0,0.0
05360,2023,15000,0,0.0
05361,2020,2037,0,0.0
05361,2021,2008,0,0.0
05361,2022,1972,0,0.0
05361,2023,1936,0,0.0
05364,2020,973,0,0.0
05364,2021,957,0,0.0
05364,2022,932,0,0.0
05364,2023,913,0,0.0
05368,2020,805,0,0.0
05368,2021,785,0,0.0
05368,2022,769,0,0.0
05368,2023,749,0,0.0
05376,2020,4022,0,0.0
05376,2021,3992,0,0.0
05376,2022,3918,0,0.0
05376,2023,3843,0,0.0
05380,2020,4154,0,0.0
05380,2021,4119,0,0.0
05380,2022,4044,0,0.0
05380,2023,3962,0,0.0
05390,2020,544,0,0.0
05390,2021,535,0,0.0
05390,2022,527,0,0.0
05390,2023,521,0,0.0
05400,2020,1573,0,0.0
05400,2021,1554,0,0.0
05400,2022,1524,0,0.0
05400,2023,1491,0,0.0
05411,2020,750,0,0.0
05411,2021,734,0,0.0
05411,2022,719,0,0.0
05411,2023,702,0,0.0
05425,2020,761,0,0.0
05425,2021,742,0,0.0
05425,2022,730,0,0.0
05425,2023,716,0,0.0
05440,2020,5076,0,0.0
05440,2021,5038,0,0.0
05440,2022,4945,0,0.0
05440,2023,4847,0,0.0
05467,2020,437,0,0.0
05467,2021,424,0,0.0
05467,2022,411,0,0.0
05467,2023,404,0,0.0
05475,2020,939,0,0.0
05475,2021,926,0,0.0
05475,2022,912,1,109.65
05475,2023,894,1,111.86
05480,2020,1866,0,0.0
05480,2021,1838,2,108.81
05480,2022,1807,2,110.68
05480,2023,1773,0,0.0
05483,2020,820,0,0.0
05483,2021,813,0,0.0
05483,2022,793,0,0.0
05483,2023,777,0,0.0
05490,2020,5105,1,19.59
05490,2021,5041,0,0.0
05490,2022,4954,0,0.0
05490,2023,4863,0,0.0
05495,2020,3247,1,30.8
05495,2021,3219,0,0.0
05495,2022,3166,0,0.0
05495,2023,3112,1,32.13
05501,2020,247,0,0.0
05501,2021,245,0,0.0
05501,2022,240,0,0.0
05501,2023,236,0,0.0
05541,2020,1629,0,0.0
05541,2021,1612,0,0.0
05541,2022,1582,0,0.0
05541,2023,1553,0,0.0
05543,2020,866,0,0.0
05543,2021,851,1,117.51
05543,2022,836,0,0.0
05543,2023,816,0,0.0
05576,2020,639,0,0.0
05576,2021,629,0,0.0
05576,2022,611,0,0.0
05576,2023,603,0,0.0
05579,2020,3036,0,0.0
05579,2021,3004,0,0.0
05579,2022,2958,0,0.0
05579,2023,2900,0,0.0
05585,2020,1168,0,0.0
05585,2021,1142,0,0.0
05585,2022,1116,0,0.0
05585,2023,1087,0,0.0
05591,2020,1641,0,0.0
05591,2021,1629,0,0.0
05591,2022,1596,0,0.0
05591,2023,1570,0,0.0
05604,2020,3083,0,0.0
05604,2021,3047,0,0.0
05604,2022,2995,1,33.39
05604,2023,2946,0,0.0
05607,2020,1482,0,0.0
05607,2021,1459,0,0.0
05607,2022,1427,0,0.0
05607,2023,1390,0,0.0
05615,2020,8209,0,0.0
05615,2021,8124,0,0.0
05615,2022,7963,0,0.0
05615,2023,7798,0,0.0
05628,2020,998,0,0.0
05628,2021,986,0,0.0
05628,2022,969,0,0.0
05628,2023,948,0,0.0
05631,2020,4831,0,0.0
05631,2021,4782,0,0.0
05631,2022,4685,0,0.0
05631,2023,4584,0,0.0
05642,2020,1418,0,0.0
05642,2021,1386,0,0.0
05642,2022,1353,0,0.0
05642,2023,1321,0,0.0
05647,2020,741,0,0.0
05647,2021,728,0,0.0
05647,2022,710,0,0.0
05647,2023,699,0,0.0
05649,2020,1325,0,0.0
05649,2021,1299,0,0.0
05649,2022,1274,1,78.49
05649,2023,1246,0,0.0
05652,2020,589,0,0.0
05652,2021,578,0,0.0
05652,2022,571,0,0.0
05652,2023,561,0,0.0
05656,2020,1116,0,0.0
05656,2021,1104,0,0.0
05656,2022,1083,0,0.0
05656,2023,1062,0,0.0
05658,2020,324,0,0.0
05658,2021,320,0,0.0
05658,2022,314,0,0.0
05658,2023,305,0,0.0
05659,2020,2513,0,0.0
05659,2021,2489,0,0.0
05659,2022,2447,0,0.0
05659,2023,2406,0,0.0
05660,2020,1347,0,0.0
05660,2021,1327,0,0.0
05660,2022,1307,0,0.0
05660,2023,1282,0,0.0
05664,2020,1680,0,0.0
05664,2021,1664,0,0.0
05664,2022,1635,0,0.0
05664,2023,1608,0,0.0
05665,2020,3169,1,31.56
05665,2021,3134,0,0.0
05665,2022,3081,0,0.0
05665,2023,3025,0,0.0
05667,2020,1221,0,0.0
05667,2021,1197,0,0.0
05667,2022,1171,0,0.0
05667,2023,1146,0,0.0
05670,2020,1751,0,0.0
05670,2021,1726,0,0.0
05670,2022,1694,0,0.0
05670,2023,1659,0,0.0
05674,2020,1670,0,0.0
05674,2021,1640,0,0.0
05674,2022,1607,0,0.0
05674,2023,1574,0,0.0
05679,2020,1490,0,0.0
05679,2021,1455,0,0.0
05679,2022,1424,0,0.0
05679,2023,1382,0,0.0
05686,2020,3049,0,0.0
05686,2021,3012,0,0.0
05686,2022,2957,0,0.0
05686,2023,2904,0,0.0
05690,2020,831,0,0.0
05690,2021,815,0,0.0
05690,2022,799,0,0.0
05690,2023,781,0,0.0
05697,2020,3454,0,0.0
05697,2021,3420,0,0.0
05697,2022,3362,0,0.0
05697,2023,3298,0,0.0
05736,2020,3726,0,0.0
05736,2021,3695,0,0.0
05736,2022,3638,0,0.0
05736,2023,3577,0,0.0
05756,2020,2730,0,0.0
05756,2021,2674,0,0.0
05756,2022,2610,0,0.0
05756,2023,2561,0,0.0
05761,2020,1086,0,0.0
05761,2021,1071,0,0.0
05761,2022,1052,0,0.0
05761,2023,1024,0,0.0
05789,2020,908,0,0.0
05789,2021,886,0,0.0
05789,2022,868,0,0.0
05789,2023,848,0,0.0
05790,2020,3034,0,0.0
05790,2021,3009,0,0.0
05790,2022,2959,0,0.0
05790,2023,2908,0,0.0
05792,2020,411,0,0.0
05792,2021,405,0,0.0
05792,2022,396,0,0.0
05792,2023,391,0,0.0
05809,2020,576,0,0.0
05809,2021,562,0,0.0
05809,2022,550,0,0.0
05809,2023,536,0,0.0
05819,2020,495,0,0.0
05819,2021,488,0,0.0
05819,2022,476,0,0.0
05819,2023,466,0,0.0
05837,2020,14910,0,0.0
05837,2021,14798,8,54.06
05837,2022,14579,0,0.0
05837,2023,14347,2,13.94
05842,2020,697,0,0.0
05842,2021,687,0,0.0
05842,2022,676,0,0.0
05842,2023,663,0,0.0
05847,2020,3021,0,0.0
05847,2021,2970,0,0.0
05847,2022,2911,0,0.0
05847,2023,2856,2,70.03
05854,2020,1450,1,68.97
05854,2021,1427,0,0.0
05854,2022,1398,0,0.0
05854,2023,1370,0,0.0
05856,2020,430,0,0.0
05856,2021,421,0,0.0
05856,2022,414,0,0.0
05856,2023,405,0,0.0
05858,2020,923,0,0.0
05858,2021,909,0,0.0
05858,2022,895,0,0.0
05858,2023,876,0,0.0
05861,2020,546,0,0.0
05861,2021,535,0,0.0
05861,2022,520,0,0.0
05861,2023,510,0,0.0
05873,2020,1414,0,0.0
05873,2021,1397,0,0.0
05873,2022,1374,1,72.78
05873,2023,1350,1,74.07
05885,2020,644,0,0.0
05885,2021,632,0,0.0
05885,2022,620,0,0.0
05885,2023,606,0,0.0
05887,2020,3223,0,0.0
05887,2021,3178,0,0.0
05887,2022,3119,0,0.0
05887,2023,3061,0,0.0
05890,2020,1710,0,0.0
05890,2021,1676,0,0.0
05890,2022,1641,0,0.0
05890,2023,1604,0,0.0
05893,2020,2397,0,0.0
05893,2021,2386,1,41.91
05893,2022,2348,0,0.0
05893,2023,2306,0,0.0
05895,2020,3139,0,0.0
05895,2021,3097,0,0.0
05895,2022,3049,0,0.0
05895,2023,2999,0,0.0
08001,2020,94823,7,7.38
08001,2021,93716,0,0.0
08001,2022,91841,7,7.62
08001,2023,89660,2,2.23
08078,2020,5268,0,0.0
08078,2021,5228,0,0.0
08078,2022,5127,0,0.0
08078,2023,5010,1,19.96
08137,2020,2314,0,0.0
08137,2021,2283,0,0.0
08137,2022,2237,0,0.0
08137,2023,2188,1,45.7
08141,2020,1660,0,0.0
08141,2021,1646,0,0.0
08141,2022,1618,0,0.0
08141,2023,1583,0,0.0
08296,2020,5989,0,0.0
08296,2021,5970,0,0.0
08296,2022,5862,1,17.06
08296,2023,5736,0,0.0
08372,2020,1820,0,0.0
08372,2021,1806,1,55.37
08372,2022,1775,0,0.0
08372,2023,1733,0,0.0
08421,2020,2789,0,0.0
08421,2021,2765,0,0.0
08421,2022,2714,1,36.85
08421,2023,2652,1,37.71
08433,2020,12168,1,8.22
08433,2021,12100,0,0.0
08433,2022,11876,1,8.42
08433,2023,11624,1,8.6
08436,2020,2158,1,46.34
08436,2021,2141,0,0.0
08436,2022,2109,0,0.0
08436,2023,2060,0,0.0
08520,2020,2582,1,38.73
08520,2021,2560,0,0.0
08520,2022,2508,0,0.0
08520,2023,2453,0,0.0
08549,2020,588,0,0.0
08549,2021,584,0,0.0
08549,2022,571,0,0.0
08549,2023,561,0,0.0
08558,2020,1552,0,0.0
08558,2021,1533,0,0.0
08558,2022,1505,0,0.0
08558,2023,1466,0,0.0
08560,2020,2437,0,0.0
08560,2021,2424,0,0.0
08560,2022,2380,1,42.02
08560,2023,2329,1,42.94
08573,2020,3944,0,0.0
08573,2021,3917,1,25.53
08573,2022,3840,0,0.0
08573,2023,3752,0,0.0
08606,2020,2516,1,39.75
08606,2021,2494,0,0.0
08606,2022,2447,0,0.0
08606,2023,2392,0,0.0
08634,2020,2984,1,33.51
08634,2021,2967,0,0.0
08634,2022,2914,0,0.0
08634,2023,2849,0,0.0
08638,2020,8877,3,33.8
08638,2021,8812,1,11.35
08638,2022,8647,0,0.0
08638,2023,8453,0,0.0
08675,2020,1606,0,0.0
08675,2021,1596,0,0.0
08675,2022,1568,0,0.0
08675,2023,1535,0,0.0
08685,2020,2434,0,0.0
08685,2021,2413,0,0.0
08685,2022,2366,0,0.0
08685,2023,2309,0,0.0
08758,2020,54958,7,12.74
08758,2021,54732,4,7.31
08758,2022,53730,2,3.72
08758,2023,52557,1,1.9
08770,2020,1209,0,0.0
08770,2021,1198,0,0.0
08770,2022,1175,0,0.0
08770,2023,1146,0,0.0
08832,2020,1535,0,0.0
08832,2021,1517,0,0.0
08832,2022,1486,0,0.0
08832,2023,1453,0,0.0
08849,2020,1020,0,0.0
08849,2021,1013,0,0.0
08849,2022,993,0,0.0
08849,2023,968,0,0.0
11001,2020,487698,2,0.41
11001,2021,485960,1,0.21
11001,2022,479213,0,0.0
11001,2023,471155,3,0.64
13001,2020,83610,5,5.98
13001,2021,82693,6,7.26
13001,2022,81023,8,9.87
13001,2023,79087,3,3.79
13006,2020,2608,0,0.0
13006,2021,2601,0,0.0
13006,2022,2560,0,0.0
13006,2023,2504,0,0.0
13030,2020,1312,0,0.0
13030,2021,1306,0,0.0
13030,2022,1285,0,0.0
13030,2023,1258,0,0.0
13042,2020,764,0,0.0
13042,2021,758,1,131.93
13042,2022,742,0,0.0
13042,2023,730,0,0.0
13052,2020,6528,0,0.0
13052,2021,6468,0,0.0
13052,2022,6345,0,0.0
13052,2023,6201,1,16.13
13062,2020,798,1,125.31
13062,2021,785,0,0.0
13062,2022,771,0,0.0
13062,2023,747,0,0.0
13074,2020,1724,0,0.0
13074,2021,1714,1,58.34
13074,2022,1687,0,0.0
13074,2023,1659,0,0.0
13140,2020,2187,1,45.72
13140,2021,2172,1,46.04
13140,2022,2131,0,0.0
13140,2023,2083,0,0.0
13160,2020,827,0,0.0
13160,2021,820,1,121.95
13160,2022,803,0,0.0
13160,2023,789,0,0.0
13188,2020,1485,0,0.0
13188,2021,1480,0,0.0
13188,2022,1452,0,0.0
13188,2023,1418,0,0.0
13212,2020,1540,0,0.0
13212,2021,1527,0,0.0
13212,2022,1499,0,0.0
13212,2023,1463,0,0.0
13222,2020,1589,0,0.0
13222,2021,1584,0,0.0
13222,2022,1559,0,0.0
13222,2023,1527,0,0.0
13244,2020,6890,0,0.0
13244,2021,6825,1,14.65
13244,2022,6700,2,29.85
13244,2023,6554,0,0.0
13248,2020,704,1,142.05
13248,2021,694,0,0.0
13248,2022,678,1,147.49
13248,2023,668,0,0.0
13268,2020,812,0,0.0
13268,2021,795,0,0.0
13268,2022,783,0,0.0
13268,2023,763,0,0.0
13300,2020,1307,0,0.0
13300,2021,1297,0,0.0
13300,2022,1271,0,0.0
13300,2023,1245,1,80.32
13430,2020,12640,1,7.91
13430,2021,12529,0,0.0
13430,2022,12291,4,32.54
13430,2023,12007,1,8.33
13433,2020,2497,1,40.05
13433,2021,2475,0,0.0
13433,2022,2433,1,41.1
13433,2023,2373,1,42.14
13440,2020,968,0,0.0
13440,2021,962,0,0.0
13440,2022,946,0,0.0
13440,2023,934,0,0.0
13442,2020,4844,0,0.0
13442,2021,4821,0,0.0
13442,2022,4737,2,42.22
13442,2023,4637,1,21.57
13458,2020,2143,0,0.0
13458,2021,2149,0,0.0
13458,2022,2111,0,0.0
13458,2023,2075,0,0.0
13468,2020,4357,3,68.85
13468,2021,4326,2,46.23
13468,2022,4253,0,0.0
13468,2023,4158,0,0.0
13473,2020,2559,0,0.0
13473,2021,2548,0,0.0
13473,2022,2505,0,0.0
13473,2023,2457,0,0.0
13490,2020,1319,1,75.82
13490,2021,1343,0,0.0
13490,2022,1325,0,0.0
13490,2023,1299,0,0.0
13549,2020,2592,0,0.0
13549,2021,2573,1,38.87
13549,2022,2527,2,79.15
13549,2023,2483,1,40.27
13580,2020,860,0,0.0
13580,2021,861,0,0.0
13580,2022,848,0,0.0
13580,2023,832,0,0.0
13600,2020,1084,0,0.0
13600,2021,1073,0,0.0
13600,2022,1052,0,0.0
13600,2023,1027,0,0.0
13620,2020,726,0,0.0
13620,2021,717,0,0.0
13620,2022,703,1,142.25
13620,2023,684,0,0.0
13647,2020,1615,0,0.0
13647,2021,1599,0,0.0
13647,2022,1569,0,0.0
13647,2023,1536,1,65.1
13650,2020,1245,0,0.0
13650,2021,1241,0,0.0
13650,2022,1218,0,0.0
13650,2023,1194,0,0.0
13654,2020,2057,0,0.0
13654,2021,2032,0,0.0
13654,2022,1995,0,0.0
13654,2023,1946,0,0.0
13655,2020,980,1,102.04
13655,2021,978,0,0.0
13655,2022,960,0,0.0
13655,2023,941,0,0.0
13657,2020,3008,0,0.0
13657,2021,2973,0,0.0
13657,2022,2916,0,0.0
13657,2023,2844,0,0.0
13667,2020,1633,0,0.0
13667,2021,1619,0,0.0
13667,2022,1586,0,0.0
13667,2023,1551,2,128.95
13670,2020,3023,1,33.08
13670,2021,2999,1,33.34
13670,2022,2949,0,0.0
13670,2023,2894,0,0.0
13673,2020,1392,0,0.0
13673,2021,1382,0,0.0
13673,2022,1354,1,73.86
13673,2023,1325,0,0.0
13683,2020,2010,0,0.0
13683,2021,1993,0,0.0
13683,2022,1955,0,0.0
13683,2023,1907,0,0.0
13688,2020,3570,0,0.0
13688,2021,3555,0,0.0
13688,2022,3494,0,0.0
13688,2023,3420,1,29.24
13744,2020,1863,0,0.0
13744,2021,1859,0,0.0
13744,2022,1826,0,0.0
13744,2023,1790,0,0.0
13760,2020,892,0,0.0
13760,2021,882,0,0.0
13760,2022,861,0,0.0
13760,2023,851,1,117.51
13780,2020,1423,0,0.0
13780,2021,1398,0,0.0
13780,2022,1375,1,72.73
13780,2023,1347,0,0.0
13810,2020,2392,0,0.0
13810,2021,2374,0,0.0
13810,2022,2335,2,85.65
13810,2023,2284,0,0.0
13836,2020,9023,0,0.0
13836,2021,8949,0,0.0
13836,2022,8769,1,11.4
13836,2023,8557,0,0.0
13838,2020,1488,1,67.2
13838,2021,1473,0,0.0
13838,2022,1441,0,0.0
13838,2023,1413,0,0.0
13873,2020,2362,0,0.0
13873,2021,2340,0,0.0
13873,2022,2296,0,0.0
13873,2023,2238,0,0.0
13894,2020,1139,0,0.0
13894,2021,1126,0,0.0
13894,2022,1104,0,0.0
13894,2023,1081,0,0.0
15001,2020,11630,0,0.0
15001,2021,11524,0,0.0
15001,2022,11314,0,0.0
15001,2023,11117,0,0.0
15022,2020,101,0,0.0
15022,2021,96,0,0.0
15022,2022,94,0,0.0
