MPIO,AÑO,Población_menor,Cantidad,tasa
15022,2023,97,0,0.0
15047,2020,1386,0,0.0
15047,2021,1367,0,0.0
15047,2022,1344,0,0.0
15047,2023,1318,0,0.0
15051,2020,495,0,0.0
15051,2021,487,0,0.0
15051,2022,477,0,0.0
15051,2023,470,0,0.0
15087,2020,530,0,0.0
15087,2021,526,0,0.0
15087,2022,516,0,0.0
15087,2023,504,0,0.0
15090,2020,103,0,0.0
15090,2021,99,0,0.0
15090,2022,97,0,0.0
15090,2023,99,0,0.0
15092,2020,133,0,0.0
15092,2021,129,0,0.0
15092,2022,123,0,0.0
15092,2023,120,0,0.0
15097,2020,316,0,0.0
15097,2021,313,0,0.0
15097,2022,307,0,0.0
15097,2023,305,0,0.0
15104,2020,378,0,0.0
15104,2021,370,0,0.0
15104,2022,368,0,0.0
15104,2023,354,0,0.0
15106,2020,145,0,0.0
15106,2021,140,0,0.0
15106,2022,136,0,0.0
15106,2023,135,0,0.0
15109,2020,275,0,0.0
15109,2021,272,0,0.0
15109,2022,266,0,0.0
15109,2023,260,0,0.0
15114,2020,124,0,0.0
15114,2021,120,0,0.0
15114,2022,117,0,0.0
15114,2023,118,0,0.0
15131,2020,207,0,0.0
15131,2021,206,0,0.0
15131,2022,201,0,0.0
15131,2023,192,0,0.0
15135,2020,279,0,0.0
15135,2021,270,0,0.0
15135,2022,266,0,0.0
15135,2023,262,0,0.0
15162,2020,207,0,0.0
15162,2021,205,0,0.0
15162,2022,201,0,0.0
15162,2023,198,0,0.0
15172,2020,197,0,0.0
15172,2021,192,0,0.0
15172,2022,186,0,0.0
15172,2023,183,0,0.0
15176,2020,3996,0,0.0
15176,2021,3955,0,0.0
15176,2022,3888,1,25.72
15176,2023,3821,0,0.0
15180,2020,267,0,0.0
15180,2021,263,0,0.0
15180,2022,255,0,0.0
15180,2023,248,0,0.0
15183,2020,739,0,0.0
15183,2021,721,0,0.0
15183,2022,707,0,0.0
15183,2023,695,0,0.0
15185,2020,515,0,0.0
15185,2021,507,0,0.0
15185,2022,495,0,0.0
15185,2023,489,0,0.0
15187,2020,315,0,0.0
15187,2021,309,0,0.0
15187,2022,305,0,0.0
15187,2023,300,0,0.0
15189,2020,417,0,0.0
15189,2021,412,0,0.0
15189,2022,406,0,0.0
15189,2023,397,0,0.0
15204,2020,778,0,0.0
15204,2021,768,0,0.0
15204,2022,755,0,0.0
15204,2023,743,0,0.0
15212,2020,274,0,0.0
15212,2021,269,0,0.0
15212,2022,266,0,0.0
15212,2023,261,0,0.0
15215,2020,196,0,0.0
15215,2021,192,0,0.0
15215,2022,185,0,0.0
15215,2023,184,0,0.0
15218,2020,217,0,0.0
15218,2021,214,0,0.0
15218,2022,211,0,0.0
15218,2023,207,0,0.0
15223,2020,1708,0,0.0
15223,2021,1699,1,58.86
15223,2022,1671,1,59.84
15223,2023,1642,0,0.0
15224,2020,344,0,0.0
15224,2021,340,0,0.0
15224,2022,333,0,0.0
15224,2023,329,0,0.0
15226,2020,166,0,0.0
15226,2021,164,0,0.0
15226,2022,161,0,0.0
15226,2023,157,0,0.0
15232,2020,412,0,0.0
15232,2021,408,0,0.0
15232,2022,402,0,0.0
15232,2023,398,0,0.0
15236,2020,171,0,0.0
15236,2021,163,0,0.0
15236,2022,166,0,0.0
15236,2023,160,0,0.0
15238,2020,7949,0,0.0
15238,2021,7874,0,0.0
15238,2022,7720,0,0.0
15238,2023,7585,0,0.0
15244,2020,357,0,0.0
15244,2021,347,0,0.0
15244,2022,345,0,0.0
15244,2023,333,0,0.0
15248,2020,201,0,0.0
15248,2021,199,0,0.0
15248,2022,190,0,0.0
15248,2023,189,0,0.0
15272,2020,484,0,0.0
15272,2021,471,0,0.0
15272,2022,467,0,0.0
15272,2023,458,0,0.0
15276,2020,200,0,0.0
15276,2021,202,0,0.0
15276,2022,190,0,0.0
15276,2023,187,0,0.0
15293,2020,231,0,0.0
15293,2021,223,0,0.0
15293,2022,224,0,0.0
15293,2023,220,0,0.0
15296,2020,481,0,0.0
15296,2021,476,0,0.0
15296,2022,464,0,0.0
15296,2023,456,0,0.0
15299,2020,1239,0,0.0
15299,2021,1220,0,0.0
15299,2022,1197,0,0.0
15299,2023,1171,0,0.0
15317,2020,150,0,0.0
15317,2021,149,0,0.0
15317,2022,144,0,0.0
15317,2023,139,0,0.0
15322,2020,611,0,0.0
15322,2021,597,0,0.0
15322,2022,588,0,0.0
15322,2023,578,0,0.0
15325,2020,155,0,0.0
15325,2021,149,0,0.0
15325,2022,148,0,0.0
15325,2023,142,0,0.0
15332,2020,469,0,0.0
15332,2021,462,0,0.0
15332,2022,451,0,0.0
15332,2023,445,0,0.0
15362,2020,173,0,0.0
15362,2021,169,0,0.0
15362,2022,164,0,0.0
15362,2023,161,0,0.0
15367,2020,582,0,0.0
15367,2021,575,0,0.0
15367,2022,565,0,0.0
15367,2023,554,0,0.0
15368,2020,357,0,0.0
15368,2021,349,0,0.0
15368,2022,344,0,0.0
15368,2023,338,0,0.0
15377,2020,275,0,0.0
15377,2021,271,0,0.0
15377,2022,268,0,0.0
15377,2023,262,0,0.0
15380,2020,169,0,0.0
15380,2021,165,0,0.0
15380,2022,161,0,0.0
15380,2023,156,0,0.0
15401,2020,67,0,0.0
15401,2021,67,0,0.0
15401,2022,64,0,0.0
15401,2023,64,0,0.0
15403,2020,211,0,0.0
15403,2021,207,0,0.0
15403,2022,201,0,0.0
15403,2023,201,0,0.0
15407,2020,1241,0,0.0
15407,2021,1229,0,0.0
15407,2022,1205,0,0.0
15407,2023,1179,0,0.0
15425,2020,330,0,0.0
15425,2021,324,0,0.0
15425,2022,320,0,0.0
15425,2023,314,0,0.0
15442,2020,395,0,0.0
15442,2021,385,0,0.0
15442,2022,378,0,0.0
15442,2023,368,0,0.0
15455,2020,564,0,0.0
15455,2021,558,0,0.0
15455,2022,545,0,0.0
15455,2023,536,0,0.0
15464,2020,398,0,0.0
15464,2021,393,0,0.0
15464,2022,386,0,0.0
15464,2023,382,0,0.0
15466,2020,352,0,0.0
15466,2021,347,0,0.0
15466,2022,339,0,0.0
15466,2023,333,0,0.0
15469,2020,1553,0,0.0
15469,2021,1528,0,0.0
15469,2022,1500,0,0.0
15469,2023,1467,0,0.0
15476,2020,572,0,0.0
15476,2021,565,0,0.0
15476,2022,552,0,0.0
15476,2023,544,0,0.0
15480,2020,608,0,0.0
15480,2021,598,0,0.0
15480,2022,589,0,0.0
15480,2023,579,0,0.0
15491,2020,1221,0,0.0
15491,2021,1206,0,0.0
15491,2022,1178,0,0.0
15491,2023,1155,0,0.0
15494,2020,382,0,0.0
15494,2021,371,0,0.0
15494,2022,371,0,0.0
15494,2023,360,0,0.0
15500,2020,218,0,0.0
15500,2021,221,0,0.0
15500,2022,215,0,0.0
15500,2023,212,0,0.0
15507,2020,647,0,0.0
15507,2021,636,0,0.0
15507,2022,625,0,0.0
15507,2023,618,0,0.0
15511,2020,126,0,0.0
15511,2021,124,0,0.0
15511,2022,121,0,0.0
15511,2023,116,0,0.0
15514,2020,282,0,0.0
15514,2021,275,0,0.0
15514,2022,269,0,0.0
15514,2023,265,0,0.0
15516,2020,2360,0,0.0
15516,2021,2336,0,0.0
15516,2022,2295,0,0.0
15516,2023,2254,1,44.37
15518,2020,213,0,0.0
15518,2021,207,0,0.0
15518,2022,202,0,0.0
15518,2023,200,0,0.0
15522,2020,142,0,0.0
15522,2021,140,0,0.0
15522,2022,133,0,0.0
15522,2023,132,0,0.0
15531,2020,389,0,0.0
15531,2021,383,0,0.0
15531,2022,377,0,0.0
15531,2023,366,0,0.0
15533,2020,268,0,0.0
15533,2021,265,0,0.0
15533,2022,260,0,0.0
15533,2023,257,0,0.0
15537,2020,298,0,0.0
15537,2021,290,0,0.0
15537,2022,287,0,0.0
15537,2023,282,1,354.61
15542,2020,581,0,0.0
15542,2021,569,0,0.0
15542,2022,556,0,0.0
15542,2023,544,0,0.0
15550,2020,186,0,0.0
15550,2021,182,0,0.0
15550,2022,180,0,0.0
15550,2023,175,0,0.0
15572,2020,4120,0,0.0
15572,2021,4081,0,0.0
15572,2022,4009,1,24.94
15572,2023,3942,1,25.37
15580,2020,282,0,0.0
15580,2021,280,0,0.0
15580,2022,273,0,0.0
15580,2023,272,0,0.0
15599,2020,748,0,0.0
15599,2021,736,0,0.0
15599,2022,723,0,0.0
15599,2023,706,0,0.0
15600,2020,619,0,0.0
15600,2021,613,0,0.0
15600,2022,604,0,0.0
15600,2023,594,0,0.0
15621,2020,168,0,0.0
15621,2021,162,0,0.0
15621,2022,159,0,0.0
15621,2023,156,0,0.0
15632,2020,1131,0,0.0
15632,2021,1114,0,0.0
15632,2022,1091,0,0.0
15632,2023,1073,0,0.0
15638,2020,536,0,0.0
15638,2021,530,0,0.0
15638,2022,520,0,0.0
15638,2023,510,0,0.0
15646,2020,1837,0,0.0
15646,2021,1822,0,0.0
15646,2022,1791,0,0.0
15646,2023,1760,0,0.0
15660,2020,108,0,0.0
15660,2021,106,0,0.0
15660,2022,107,0,0.0
15660,2023,101,0,0.0
15664,2020,370,0,0.0
15664,2021,362,0,0.0
15664,2022,352,0,0.0
15664,2023,348,0,0.0
15667,2020,390,0,0.0
15667,2021,385,0,0.0
15667,2022,377,0,0.0
15667,2023,375,0,0.0
15673,2020,263,0,0.0
15673,2021,257,0,0.0
15673,2022,256,0,0.0
15673,2023,246,0,0.0
15676,2020,247,0,0.0
15676,2021,243,0,0.0
15676,2022,239,0,0.0
15676,2023,236,0,0.0
15681,2020,520,0,0.0
15681,2021,515,0,0.0
15681,2022,498,0,0.0
15681,2023,490,0,0.0
15686,2020,582,0,0.0
15686,2021,574,0,0.0
15686,2022,565,0,0.0
15686,2023,559,0,0.0
15690,2020,247,0,0.0
15690,2021,239,0,0.0
15690,2022,238,0,0.0
15690,2023,227,0,0.0
15693,2020,752,0,0.0
15693,2021,743,0,0.0
15693,2022,729,0,0.0
15693,2023,717,0,0.0
15696,2020,281,0,0.0
15696,2021,274,0,0.0
15696,2022,272,0,0.0
15696,2023,269,0,0.0
15720,2020,129,0,0.0
15720,2021,130,0,0.0
15720,2022,124,0,0.0
15720,2023,121,0,0.0
15723,2020,83,0,0.0
15723,2021,81,0,0.0
15723,2022,81,0,0.0
15723,2023,81,0,0.0
15740,2020,732,0,0.0
15740,2021,722,0,0.0
15740,2022,708,0,0.0
15740,2023,693,0,0.0
15753,2020,549,0,0.0
15753,2021,534,0,0.0
15753,2022,525,0,0.0
15753,2023,514,0,0.0
15755,2020,729,0,0.0
15755,2021,713,0,0.0
15755,2022,698,0,0.0
15755,2023,686,0,0.0
15757,2020,690,0,0.0
15757,2021,682,0,0.0
15757,2022,669,0,0.0
15757,2023,657,0,0.0
15759,2020,8498,0,0.0
15759,2021,8400,0,0.0
15759,2022,8243,0,0.0
15759,2023,8091,0,0.0
15761,2020,126,0,0.0
15761,2021,125,0,0.0
15761,2022,122,0,0.0
15761,2023,119,0,0.0
15762,2020,281,0,0.0
15762,2021,276,0,0.0
15762,2022,271,0,0.0
15762,2023,269,0,0.0
15763,2020,762,0,0.0
15763,2021,752,0,0.0
15763,2022,737,0,0.0
15763,2023,726,0,0.0
15764,2020,549,0,0.0
15764,2021,544,0,0.0
15764,2022,533,0,0.0
15764,2023,522,0,0.0
15774,2020,168,0,0.0
15774,2021,164,0,0.0
15774,2022,160,0,0.0
15774,2023,155,0,0.0
15776,2020,451,0,0.0
15776,2021,446,0,0.0
15776,2022,440,0,0.0
15776,2023,434,0,0.0
15778,2020,238,0,0.0
15778,2021,233,0,0.0
15778,2022,225,0,0.0
15778,2023,224,0,0.0
15790,2020,465,0,0.0
15790,2021,456,0,0.0
15790,2022,448,0,0.0
15790,2023,440,0,0.0
15798,2020,195,0,0.0
15798,2021,191,0,0.0
15798,2022,190,0,0.0
15798,2023,183,0,0.0
15804,2020,700,0,0.0
15804,2021,686,0,0.0
15804,2022,674,0,0.0
15804,2023,661,0,0.0
15806,2020,969,0,0.0
15806,2021,957,0,0.0
15806,2022,938,0,0.0
15806,2023,920,0,0.0
15808,2020,270,0,0.0
15808,2021,270,0,0.0
15808,2022,265,0,0.0
15808,2023,255,0,0.0
15810,2020,242,0,0.0
15810,2021,235,0,0.0
15810,2022,228,0,0.0
15810,2023,230,0,0.0
15814,2020,865,0,0.0
15814,2021,852,0,0.0
15814,2022,840,0,0.0
15814,2023,821,0,0.0
15816,2020,387,0,0.0
15816,2021,382,0,0.0
15816,2022,372,0,0.0
15816,2023,368,0,0.0
15820,2020,330,0,0.0
15820,2021,325,0,0.0
15820,2022,318,0,0.0
15820,2023,315,0,0.0
15822,2020,531,0,0.0
15822,2021,525,0,0.0
15822,2022,517,0,0.0
15822,2023,505,0,0.0
15832,2020,158,0,0.0
15832,2021,157,0,0.0
15832,2022,153,0,0.0
15832,2023,151,0,0.0
15835,2020,421,0,0.0
15835,2021,413,0,0.0
15835,2022,404,0,0.0
15835,2023,398,0,0.0
15837,2020,726,0,0.0
15837,2021,718,0,0.0
15837,2022,710,0,0.0
15837,2023,692,0,0.0
15839,2020,191,0,0.0
15839,2021,185,0,0.0
15839,2022,182,0,0.0
15839,2023,184,0,0.0
15842,2020,586,0,0.0
15842,2021,575,0,0.0
15842,2022,563,0,0.0
15842,2023,548,0,0.0
15861,2020,1426,0,0.0
15861,2021,1412,0,0.0
15861,2022,1387,0,0.0
15861,2023,1367,0,0.0
15879,2020,177,0,0.0
15879,2021,174,0,0.0
15879,2022,171,0,0.0
15879,2023,166,0,0.0
15897,2020,324,0,0.0
15897,2021,319,0,0.0
15897,2022,316,0,0.0
15897,2023,309,0,0.0
17001,2020,22855,0,0.0
17001,2021,22669,2,8.82
17001,2022,22263,0,0.0
17001,2023,21820,0,0.0
17013,2020,1662,0,0.0
17013,2021,1625,0,0.0
17013,2022,1595,0,0.0
17013,2023,1558,0,0.0
17042,2020,2360,0,0.0
17042,2021,2334,1,42.84
17042,2022,2281,1,43.84
17042,2023,2233,0,0.0
17050,2020,780,0,0.0
17050,2021,759,0,0.0
17050,2022,747,0,0.0
17050,2023,731,0,0.0
17088,2020,980,0,0.0
17088,2021,966,0,0.0
17088,2022,941,0,0.0
17088,2023,917,0,0.0
17174,2020,3047,0,0.0
17174,2021,3013,0,0.0
17174,2022,2962,0,0.0
17174,2023,2903,0,0.0
17272,2020,755,0,0.0
17272,2021,740,0,0.0
17272,2022,720,0,0.0
17272,2023,706,0,0.0
17380,2020,5379,0,0.0
17380,2021,5336,0,0.0
17380,2022,5251,1,19.04
17380,2023,5148,0,0.0
17388,2020,374,0,0.0
17388,2021,368,0,0.0
17388,2022,358,0,0.0
17388,2023,349,0,0.0
17433,2020,1365,0,0.0
17433,2021,1346,0,0.0
17433,2022,1321,0,0.0
17433,2023,1297,1,77.1
17442,2020,897,0,0.0
17442,2021,891,0,0.0
17442,2022,869,0,0.0
17442,2023,847,0,0.0
17444,2020,1075,0,0.0
17444,2021,1052,0,0.0
17444,2022,1034,0,0.0
17444,2023,1013,0,0.0
17446,2020,239,0,0.0
17446,2021,238,0,0.0
17446,2022,231,0,0.0
17446,2023,223,0,0.0
17486,2020,1505,0,0.0
17486,2021,1477,0,0.0
17486,2022,1443,0,0.0
17486,2023,1414,0,0.0
17495,2020,512,0,0.0
17495,2021,499,0,0.0
17495,2022,493,0,0.0
17495,2023,479,1,208.77
17513,2020,925,0,0.0
17513,2021,910,0,0.0
17513,2022,889,0,0.0
17513,2023,866,0,0.0
17524,2020,1197,0,0.0
17524,2021,1177,0,0.0
17524,2022,1149,0,0.0
17524,2023,1127,0,0.0
17541,2020,1523,0,0.0
17541,2021,1486,0,0.0
17541,2022,1454,0,0.0
17541,2023,1417,0,0.0
17614,2020,4055,0,0.0
17614,2021,4015,0,0.0
17614,2022,3930,0,0.0
17614,2023,3840,0,0.0
17616,2020,762,0,0.0
17616,2021,756,0,0.0
17616,2022,735,0,0.0
17616,2023,714,0,0.0
17653,2020,1168,0,0.0
17653,2021,1141,0,0.0
17653,2022,1118,0,0.0
17653,2023,1095,0,0.0
17662,2020,1770,0,0.0
17662,2021,1750,0,0.0
17662,2022,1718,0,0.0
17662,2023,1682,0,0.0
17665,2020,397,0,0.0
17665,2021,390,0,0.0
17665,2022,382,0,0.0
17665,2023,371,0,0.0
17777,2020,2285,0,0.0
17777,2021,2259,0,0.0
17777,2022,2211,0,0.0
17777,2023,2169,0,0.0
17867,2020,795,0,0.0
17867,2021,780,0,0.0
17867,2022,767,0,0.0
17867,2023,746,0,0.0
17873,2020,4220,0,0.0
17873,2021,4208,0,0.0
17873,2022,4135,0,0.0
17873,2023,4060,0,0.0
17877,2020,708,0,0.0
17877,2021,697,0,0.0
17877,2022,687,0,0.0
17877,2023,672,0,0.0
18001,2020,14471,1,6.91
18001,2021,14239,0,0.0
18001,2022,13915,1,7.19
18001,2023,13586,1,7.36
18029,2020,400,0,0.0
18029,2021,386,1,259.07
18029,2022,380,0,0.0
18029,2023,368,0,0.0
18094,2020,990,0,0.0
18094,2021,975,0,0.0
18094,2022,954,0,0.0
18094,2023,937,0,0.0
18150,2020,3813,0,0.0
18150,2021,3776,0,0.0
18150,2022,3697,0,0.0
18150,2023,3617,1,27.65
18205,2020,866,0,0.0
18205,2021,852,0,0.0
18205,2022,835,0,0.0
18205,2023,817,0,0.0
18247,2020,1798,0,0.0
18247,2021,1765,0,0.0
18247,2022,1723,0,0.0
18247,2023,1684,0,0.0
18256,2020,1952,0,0.0
18256,2021,1923,0,0.0
18256,2022,1885,0,0.0
18256,2023,1843,0,0.0
18410,2020,1576,0,0.0
18410,2021,1551,0,0.0
18410,2022,1520,1,65.79
18410,2023,1481,0,0.0
18460,2020,1251,0,0.0
18460,2021,1226,0,0.0
18460,2022,1199,0,0.0
18460,2023,1178,1,84.89
18479,2020,377,0,0.0
18479,2021,374,0,0.0
18479,2022,364,0,0.0
18479,2023,354,0,0.0
18592,2020,2647,0,0.0
18592,2021,2595,0,0.0
18592,2022,2541,0,0.0
18592,2023,2488,1,40.19
18610,2020,1324,0,0.0
18610,2021,1311,0,0.0
18610,2022,1283,0,0.0
18610,2023,1255,0,0.0
18753,2020,6055,0,0.0
18753,2021,5986,1,16.71
18753,2022,5860,0,0.0
18753,2023,5735,1,17.44
18756,2020,1480,0,0.0
18756,2021,1466,0,0.0
18756,2022,1437,0,0.0
18756,2023,1409,0,0.0
18785,2020,614,0,0.0
18785,2021,598,0,0.0
18785,2022,586,0,0.0
18785,2023,574,0,0.0
18860,2020,558,0,0.0
18860,2021,552,0,0.0
18860,2022,541,0,0.0
18860,2023,526,0,0.0
19001,2020,20118,1,4.97
19001,2021,19871,0,0.0
19001,2022,19499,0,0.0
19001,2023,19148,0,0.0
19022,2020,1189,0,0.0
19022,2021,1170,0,0.0
19022,2022,1148,0,0.0
19022,2023,1129,0,0.0
19050,2020,2127,0,0.0
19050,2021,2106,0,0.0
19050,2022,2074,0,0.0
19050,2023,2044,0,0.0
19075,2020,1488,0,0.0
19075,2021,1470,0,0.0
19075,2022,1442,0,0.0
19075,2023,1422,0,0.0
19100,2020,2312,0,0.0
19100,2021,2257,0,0.0
19100,2022,2220,0,0.0
19100,2023,2180,0,0.0
19110,2020,2967,0,0.0
19110,2021,2991,0,0.0
19110,2022,2957,0,0.0
19110,2023,2921,0,0.0
19130,2020,3362,0,0.0
19130,2021,3320,0,0.0
19130,2022,3273,0,0.0
19130,2023,3224,0,0.0
19137,2020,4528,0,0.0
19137,2021,4507,0,0.0
19137,2022,4444,1,22.5
19137,2023,4391,0,0.0
19142,2020,2453,0,0.0
19142,2021,2407,0,0.0
19142,2022,2365,0,0.0
19142,2023,2334,0,0.0
19212,2020,1802,0,0.0
19212,2021,1784,0,0.0
19212,2022,1753,1,57.05
19212,2023,1726,0,0.0
19256,2020,3860,0,0.0
19256,2021,3806,0,0.0
19256,2022,3735,0,0.0
19256,2023,3672,0,0.0
19290,2020,340,0,0.0
19290,2021,333,0,0.0
19290,2022,330,0,0.0
19290,2023,325,0,0.0
19300,2020,1412,0,0.0
19300,2021,1382,0,0.0
19300,2022,1358,0,0.0
19300,2023,1334,0,0.0
19318,2020,3064,0,0.0
19318,2021,3037,1,32.93
19318,2022,2997,0,0.0
19318,2023,2964,0,0.0
19355,2020,3124,0,0.0
19355,2021,3102,1,32.24
19355,2022,3063,0,0.0
19355,2023,3026,0,0.0
19364,2020,1985,0,0.0
19364,2021,1974,2,101.32
19364,2022,1945,0,0.0
19364,2023,1920,0,0.0
19392,2020,741,0,0.0
19392,2021,731,0,0.0
19392,2022,718,0,0.0
19392,2023,703,0,0.0
19397,2020,1747,0,0.0
19397,2021,1729,0,0.0
19397,2022,1700,0,0.0
19397,2023,1677,1,59.63
19418,2020,2435,0,0.0
19418,2021,2419,0,0.0
19418,2022,2395,0,0.0
19418,2023,2368,0,0.0
19450,2020,1415,0,0.0
19450,2021,1410,0,0.0
19450,2022,1387,0,0.0
19450,2023,1360,0,0.0
19455,2020,2247,0,0.0
19455,2021,2221,0,0.0
19455,2022,2183,0,0.0
19455,2023,2144,0,0.0
19473,2020,4026,0,0.0
19473,2021,3997,1,25.02
19473,2022,3940,0,0.0
19473,2023,3885,0,0.0
19513,2020,674,0,0.0
19513,2021,664,0,0.0
19513,2022,647,0,0.0
19513,2023,641,0,0.0
19517,2020,6012,2,33.27
19517,2021,5997,1,16.68
19517,2022,5926,1,16.87
19517,2023,5853,0,0.0
19532,2020,2505,0,0.0
19532,2021,2470,0,0.0
19532,2022,2425,2,82.47
19532,2023,2386,0,0.0
19533,2020,935,0,0.0
19533,2021,940,0,0.0
19533,2022,928,0,0.0
19533,2023,913,0,0.0
19548,2020,3119,0,0.0
19548,2021,3080,0,0.0
19548,2022,3028,0,0.0
19548,2023,2977,0,0.0
19573,2020,3153,0,0.0
19573,2021,3113,0,0.0
19573,2022,3060,0,0.0
19573,2023,3013,0,0.0
19585,2020,1602,0,0.0
19585,2021,1588,0,0.0
19585,2022,1561,0,0.0
19585,2023,1537,0,0.0
19622,2020,693,0,0.0
19622,2021,683,0,0.0
19622,2022,669,0,0.0
19622,2023,657,0,0.0
19693,2020,623,0,0.0
19693,2021,613,0,0.0
19693,2022,605,0,0.0
19693,2023,593,0,0.0
19698,2020,8717,0,0.0
19698,2021,8601,0,0.0
19698,2022,8447,0,0.0
19698,2023,8321,0,0.0
19701,2020,447,0,0.0
19701,2021,441,0,0.0
19701,2022,440,0,0.0
19701,2023,429,0,0.0
19743,2020,3734,0,0.0
19743,2021,3715,0,0.0
19743,2022,3660,0,0.0
19743,2023,3617,0,0.0
19760,2020,978,0,0.0
19760,2021,966,0,0.0
19760,2022,947,0,0.0
19760,2023,928,0,0.0
19780,2020,2908,0,0.0
19780,2021,2876,0,0.0
19780,2022,2830,0,0.0
19780,2023,2785,0,0.0
19785,2020,534,0,0.0
19785,2021,523,0,0.0
19785,2022,515,0,0.0
19785,2023,508,0,0.0
19807,2020,2370,0,0.0
19807,2021,2343,0,0.0
19807,2022,2294,0,0.0
19807,2023,2255,0,0.0
19809,2020,3477,0,0.0
19809,2021,3452,0,0.0
19809,2022,3413,1,29.3
19809,2023,3376,0,0.0
19821,2020,3277,2,61.03
19821,2021,3245,0,0.0
19821,2022,3205,0,0.0
19821,2023,3166,0,0.0
19824,2020,2563,0,0.0
19824,2021,2549,0,0.0
19824,2022,2509,0,0.0
19824,2023,2475,0,0.0
19845,2020,1651,0,0.0
19845,2021,1630,0,0.0
19845,2022,1600,1,62.5
19845,2023,1571,0,0.0
20001,2020,48803,3,6.15
20001,2021,48608,10,20.57
20001,2022,48006,12,25.0
20001,2023,47276,8,16.92
20011,2020,10580,3,28.36
20011,2021,10565,1,9.47
20011,2022,10440,1,9.58
20011,2023,10283,0,0.0
20013,2020,6515,4,61.4
20013,2021,6499,7,107.71
20013,2022,6427,6,93.36
20013,2023,6338,4,63.11
20032,2020,2315,1,43.2
20032,2021,2313,1,43.23
20032,2022,2289,0,0.0
20032,2023,2258,0,0.0
20045,2020,2772,0,0.0
20045,2021,2771,0,0.0
20045,2022,2741,4,145.93
20045,2023,2715,1,36.83
20060,2020,4300,0,0.0
20060,2021,4296,3,69.83
20060,2022,4253,0,0.0
20060,2023,4195,1,23.84
20175,2020,3866,0,0.0
20175,2021,3855,0,0.0
20175,2022,3810,2,52.49
20175,2023,3756,0,0.0
20178,2020,3146,0,0.0
20178,2021,3142,0,0.0
20178,2022,3111,1,32.14
20178,2023,3067,0,0.0
20228,2020,3873,2,51.64
20228,2021,3860,0,0.0
20228,2022,3815,2,52.42
20228,2023,3763,0,0.0
20238,2020,3268,1,30.6
20238,2021,3255,0,0.0
20238,2022,3220,1,31.06
20238,2023,3178,1,31.47
20250,2020,4795,0,0.0
20250,2021,4793,1,20.86
20250,2022,4744,0,0.0
20250,2023,4683,3,64.06
20295,2020,1336,0,0.0
20295,2021,1329,0,0.0
20295,2022,1312,0,0.0
20295,2023,1293,0,0.0
20310,2020,338,0,0.0
20310,2021,335,0,0.0
20310,2022,329,0,0.0
20310,2023,321,0,0.0
20383,2020,1750,0,0.0
20383,2021,1743,0,0.0
20383,2022,1720,0,0.0
20383,2023,1697,0,0.0
20400,2020,5474,0,0.0
20400,2021,5468,0,0.0
20400,2022,5410,0,0.0
20400,2023,5337,1,18.74
20443,2020,941,0,0.0
20443,2021,941,0,0.0
20443,2022,931,1,107.41
20443,2023,916,0,0.0
20517,2020,1771,0,0.0
20517,2021,1767,0,0.0
20517,2022,1745,0,0.0
20517,2023,1720,0,0.0
20550,2020,2173,0,0.0
20550,2021,2169,0,0.0
20550,2022,2142,0,0.0
20550,2023,2113,1,47.33
20570,2020,4320,1,23.15
20570,2021,4320,0,0.0
20570,2022,4293,1,23.29
20570,2023,4255,5,117.51
20614,2020,1412,0,0.0
20614,2021,1410,0,0.0
20614,2022,1389,0,0.0
20614,2023,1369,0,0.0
20621,2020,3011,1,33.21
20621,2021,3006,0,0.0
20621,2022,2974,0,0.0
20621,2023,2931,0,0.0
20710,2020,2722,0,0.0
20710,2021,2717,0,0.0
20710,2022,2684,1,37.26
20710,2023,2646,0,0.0
20750,2020,2056,1,48.64
20750,2021,2046,1,48.88
20750,2022,2024,0,0.0
20750,2023,1995,0,0.0
20770,2020,2659,0,0.0
20770,2021,2649,0,0.0
20770,2022,2622,0,0.0
20770,2023,2579,0,0.0
20787,2020,1684,0,0.0
20787,2021,1682,0,0.0
20787,2022,1658,0,0.0
20787,2023,1638,0,0.0
23001,2020,41319,3,7.26
23001,2021,40796,3,7.35
23001,2022,39910,1,2.51
23001,2023,38958,2,5.13
23068,2020,4834,1,20.69
23068,2021,4747,0,0.0
23068,2022,4650,0,0.0
23068,2023,4536,1,22.05
23079,2020,1999,0,0.0
23079,2021,1983,0,0.0
23079,2022,1944,0,0.0
23079,2023,1899,0,0.0
23090,2020,1459,1,68.54
23090,2021,1440,0,0.0
23090,2022,1412,0,0.0
23090,2023,1383,0,0.0
23162,2020,8408,0,0.0
23162,2021,8305,0,0.0
23162,2022,8118,0,0.0
23162,2023,7917,0,0.0
23168,2020,1312,0,0.0
23168,2021,1300,0,0.0
23168,2022,1272,0,0.0
23168,2023,1241,0,0.0
23182,2020,3757,0,0.0
23182,2021,3708,1,26.97
23182,2022,3622,0,0.0
23182,2023,3536,0,0.0
23189,2020,4844,0,0.0
23189,2021,4784,1,20.9
23189,2022,4687,0,0.0
23189,2023,4576,0,0.0
23300,2020,1493,0,0.0
23300,2021,1474,0,0.0
23300,2022,1442,0,0.0
23300,2023,1411,0,0.0
23350,2020,1425,0,0.0
23350,2021,1405,0,0.0
23350,2022,1376,0,0.0
23350,2023,1345,0,0.0
23417,2020,9522,0,0.0
23417,2021,9303,0,0.0
